ID,Subject,Group Name,Status,Priority,Created At,Age (in Days),Tags,Requester Email,Responder ID,School Code,Priority Reason,Module,Type
1329272,Fee Report Modification,10X-Atul-PD,8,3,2025-05-29T09:21:01Z,10,"Fee & Billing, Product Head Reviewed",,1060023085785,,,Fee and Billing,Change Request
1329057,BULK ACTIVITY ASSIGNER || #1180 SFSACD,10X-Sandhya-PD,8,3,2025-05-29T06:44:24Z,10,"Student Inforamtion, TL Review",,1060004324590,,,Student Information,Change Request
1329050,"Need to add Blood Group Filed in Student Field Updation || 1938#HindalcoPrimary School,Unit-3,Renukoot,Uttar Pradesh",10X-Sandhya-PD,8,3,2025-05-29T06:36:18Z,10,"Student Inforamtion, TL Review",,1060004324590,,,Student Information,Change Request
1329039,"Any report like Student list, Class list etc., Class and Section name should be display as shown in attachment",10X-Sandhya-PD,8,1,2025-05-29T06:27:06Z,10,"Student Inforamtion, Prod. Enhancement, TL Review",,1060001529614,,,Student Information,Prod. Enhancement
1330359,Data transfer from 24-25 to 25-26,10X-Sandhya-PD,8,4,2025-05-30T12:00:35Z,9,Staff Administration and Payroll,,1060001529614,,,Staff Administration & Payroll,Change Request
1330337,Regarding loss of pay tag,10X-Sandhya-PD,8,3,2025-05-30T11:30:47Z,9,"Staff Administration and Payroll, TL Review, WFC, Confirmation Given",,1060027877850,,,Staff Administration & Payroll,Change Request
1330332,"Urgent Issue – Teacher Not Displaying in Time Table List (Jai Rani, Balussery # 2111)",10X-Sandhya-PD,8,3,2025-05-30T11:29:06Z,9,"Time Table, WFC, Confirmation Given",,1060004324169,,,Time-Table,Change Request
1330322,Reg: Max Attendance is not Updating,10X-Arpit-PD,8,3,2025-05-30T11:24:15Z,9,Mobile App,,1060023089564,,,Mobile Application,Incident
1330298,Freshdesk Ticket Assign,10X-Arpit-PD,8,1,2025-05-30T11:03:19Z,9,TL Review,,1060014525993,,,Other,Change Request
1330112,Time Table Upload 10X || 123# PD_Entab - Product & Service Enhancement,10X-Sandhya-PD,8,3,2025-05-30T08:24:05Z,9,"School Online, TL Review, Product Head Reviewed",,1060004324169,,,School Online,Change Request
1330084,Syllabus Permission 10x || 123# PD_Entab - Product & Service Enhancement,10X-Sandhya-PD,8,3,2025-05-30T08:07:46Z,9,"School Online, TL Review",,1060001529614,,,School Online,Change Request
1329905,Registration Document,10X-Atul-PD,8,1,2025-05-30T06:20:08Z,9,Registration,,1060004975270,,,Registration & Admission,Change Request
1329709,Log details are coming blank || Payroll,10X-Sandhya-PD,8,3,2025-05-30T04:34:19Z,9,Staff Administration and Payroll,,1060023084288,,,Staff Administration & Payroll,Change Request
1329624,Student profile is updation from,10X-Sandhya-PD,8,1,2025-05-30T03:36:01Z,10,"School Online, TL Review, WFC, Confirmation Given",,1060004975270,,,School Online,Change Request
1331006,Error in Login user id updation form,10X-Sandhya-PD,8,4,2025-05-31T11:05:47Z,8,"School Online, Reopened",,1060023086492,,,School Online,Incident
1330697,Permanent Deletion of Deactivated Management ID,10X-Sandhya-PD,8,3,2025-05-31T06:19:19Z,8,"School Online, TL Review",,1060001529614,,,School Online,Change Request
1332236,NEED TO CREATE NARAYANA GROUP DASHBOARD,10X-Sandhya-PD,16,3,2025-06-02T13:23:49Z,6,"Student Inforamtion, WFC",,1060004324169,,,Student Information,Change Request
1332225,"Project Readiness on a Blank Database ||  2206--Christa Jyothi School, Arkalgud, Karnataka (State Board)",10X-Sandhya-PD,8,2,2025-06-02T13:02:49Z,6,,,1060023086153,,,Other,Change Request
1332133,Date Sequence issue in Head Wise Onling Settlement Details,10X-Atul-PD,8,1,2025-06-02T11:10:32Z,6,,,1060004975270,,,Fee and Billing,Incident
1332127,Implementation of Callback API & Settlement Callback API,10X-Atul-PD,8,1,2025-06-02T11:08:14Z,6,,,1060001536356,,,Fee and Billing,Prod. Enhancement
1332103,Petty #1471,10X-Atul-PD,8,2,2025-06-02T10:48:28Z,6,Fee & Billing,,1060023085785,,,Fee and Billing,Change Request
1332066,TC #1471,10X-Sandhya-PD,8,2,2025-06-02T10:22:57Z,6,Student Inforamtion,,1060001529614,,,Student Information,Change Request
1331993,Reconsider button not visible on Unit Head and CEO dashboard,10X-Sandhya-PD,8,1,2025-06-02T09:21:11Z,6,Staff Administration and Payroll,,1060023083789,,,Staff Administration & Payroll,Change Request
1331858,"FEE RECEIPT AND REQ SLIP ->QUARTER FEE GROUP > INST NAME ISSUE || 140#ASN Sr. Sec. School, Mayur Vihar, New Delhi",10X-Atul-PD,8,4,2025-06-02T07:39:20Z,6,"Fee & Billing, WFC, Confirmation Given",,1060001536356,,,Fee and Billing,Change Request
1331799,Regarding Student ledger importing in Tally,10X-Sandhya-PD,8,3,2025-06-02T07:10:06Z,6,"Student Inforamtion, TL Review",,1060004975270,,,Student Information,Change Request
1331797,Library Old Accession,10X-Sandhya-PD,8,1,2025-06-02T07:09:32Z,6,Library,,1060018581359,,,Library Management,Change Request
1331682,Buffer time required for absentees message to the parents,10X-Sandhya-PD,8,3,2025-06-02T06:26:17Z,6,"Student Attendance, TL Review",,1060001529614,,,Student Attendance,Change Request
1331417,ABG Management Dashboard Changes,10X-Sandhya-PD,8,1,2025-06-02T04:20:54Z,6,Preference,,1060001529614,,,Preference,Change Request
1333269,Fee #1471,10X-Atul-PD,8,3,2025-06-03T14:19:37Z,5,,,1060001536356,,,Fee and Billing,Change Request
1333243,Regarding request for fee no. same as of Adm.no. series after promotion,10X-Sandhya-PD,8,3,2025-06-03T12:57:54Z,5,"Student Inforamtion, TL Review",,1060001529614,,,Student Information,Change Request
1333119,Regarding wrong amount showing in receipt details,10X-Atul-PD,8,3,2025-06-03T11:36:33Z,5,"Fee & Billing, TL Review",,1060004325688,,,Fee and Billing,Change Request
1333114,Reg- Management Dashboard,10X-Sandhya-PD,8,3,2025-06-03T11:32:55Z,5,,,1060001529614,,,School Online,Change Request
1333027,Reg. addition of multi school group setting form,10X-Sandhya-PD,8,1,2025-06-03T10:14:13Z,5,,,1060001529614,,,Preference,Change Request
1333016,Student Photo upload,10X-Sandhya-PD,8,1,2025-06-03T10:04:37Z,5,,,1060001529614,,,Student Information,Change Request
1332992,"Regarding Parent Portal SMS details provision (814#J K Public School, Kunjwani, Jammu)",10X-Atul-PD,8,2,2025-06-03T09:41:49Z,5,"School Online, TL Review",,1060001536356,,,School Online,Change Request
1332891,Changes in Event Management,10X-Sandhya-PD,8,2,2025-06-03T08:22:53Z,5,School Online,,1060001529614,,,School Online,Change Request
1332697,Reg Issue in Income Tax Form,10X-Sandhya-PD,8,4,2025-06-03T06:27:55Z,5,"Staff Administration and Payroll, TL Review",,1060001529614,,,Staff Administration & Payroll,Incident
1334206,Customizable attendance duration report,10X-Sandhya-PD,8,2,2025-06-04T11:26:32Z,4,"Staff Attendance and Leave, TL Review",,1060001529614,,,Staff Attendance and Leave,Change Request
1334173,Addition of Dropdown in Staff Attendance,10X-Sandhya-PD,8,3,2025-06-04T11:05:34Z,4,"Staff Attendance and Leave, TL Review",,1060001529614,,,Staff Attendance and Leave,Change Request
1334154,System report issue,10X-Sandhya-PD,8,2,2025-06-04T10:57:11Z,4,"Staff Administration and Payroll, TL Review",,1060001529614,,,Staff Administration & Payroll,Change Request
1334144,Reg. Campuscare Application || Login Issue- URL not working || #830 BVMTRM,PD- Arpit,8,4,2025-06-04T10:49:04Z,4,"Mobile App, TL Review",,1060023090304,,,Mobile Application,Incident
1334142,Reg. Campuscare Application || Login Issue- URL not working || #829 BVMCLN,PD- Arpit,8,4,2025-06-04T10:48:42Z,4,"Mobile App, TL Review",,1060023090304,,,Mobile Application,Incident
1334139,Reg. Campuscare Application || Login Issue- URL not working || #827 BVMSKN,PD- Arpit,8,4,2025-06-04T10:48:00Z,4,"Mobile App, TL Review",,1060023090304,,,Mobile Application,Incident
1333837,Birthday Email Mapping,10X-Sandhya-PD,8,3,2025-06-04T07:44:27Z,4,"School Online, TL Review",,1060001529614,,,School Online,Change Request
1333815,Student Attendance School,10X-Sandhya-PD,8,3,2025-06-04T07:32:37Z,4,"School Online, TL Review",,1060001529614,,,School Online,Change Request
1333779,"To show the installment as per the priority assigned in the installment master form(814#J K Public School, Kunjwani, Jammu)",10X-Atul-PD,8,1,2025-06-04T07:10:22Z,4,"Fee & Billing, TL Review, Product Head Reviewed, WFC, Confirmation Given",,1060001536356,,,Fee and Billing,Change Request
1333655,REG FRONT OFFICE,10X-Sandhya-PD,8,1,2025-06-04T06:12:42Z,4,Front Office,,1060023084288,,,Front Office,Change Request
1333653,Addition of Staff Leave & Attendance Module (with Biometric Integration),10X-Sandhya-PD,8,4,2025-06-04T06:12:09Z,4,"Staff Attendance and Leave, TL Review",,1060004324169,,,Staff Attendance and Leave,Change Request
1333609,Salary Statement for Signature || JSHLPB,10X-Sandhya-PD,8,3,2025-06-04T05:50:18Z,4,,,1060001529614,,,Staff Administration & Payroll,Change Request
1333600,Payroll ->Payroll Reports -> Acquitance Report : Kindly Provide Total Employee count at the bottom of the Report,10X-Sandhya-PD,8,2,2025-06-04T05:46:56Z,4,"Staff Administration and Payroll, TL Review",,1060001529614,,,Staff Administration & Payroll,Change Request
1333568,SMS activation through ENTABI,10X-Atul-PD,8,1,2025-06-04T05:34:30Z,4,,,1060001536356,,,Sms System,Change Request
1333453,Redirect to Appraisal form from Notification,10X-Sandhya-PD,8,1,2025-06-04T04:40:15Z,4,Staff Administration and Payroll,,1060023083789,,,Staff Administration & Payroll,Change Request
1333392,Annual Discount Issue on the basis of A/C TYPE -TCSERP & CISERP,10X-Atul-PD,8,1,2025-06-04T03:59:37Z,5,,,1060023085785,,,Fee and Billing,Change Request
1335268,"CONCESSION TYPE FIELD IN SI || 140#ASN Sr. Sec. School, Mayur Vihar, New Delhi",10X-Sandhya-PD,8,3,2025-06-05T13:50:45Z,3,Student Inforamtion,,1060004975270,,,Student Information,Change Request
1335226,Field Addition,10X-Sandhya-PD,8,1,2025-06-05T12:41:15Z,3,,,1060001529614,,,Student Information,Change Request
1335216,Training Report Issue,10X-Sandhya-PD,8,3,2025-06-05T12:29:36Z,3,"Staff Administration and Payroll, TL Review, WFC, Confirmation Given",,1060018581359,,,Staff Administration & Payroll,Change Request
1335215,Regarding Entab offline assistance,10X-Sandhya-PD,8,3,2025-06-05T12:29:20Z,3,"Preference, TL Review",,1060001529614,,,Preference,Change Request
1335210,Enquiry Issue,10X-Atul-PD,8,4,2025-06-05T12:23:31Z,3,Registration,,1060001536356,,,Registration & Admission,Change Request
1335165,"Reg. addition of multi school group setting form in (2207, 2208, 2209)",10X-Sandhya-PD,8,1,2025-06-05T11:41:23Z,3,,,1060001529614,,,Preference,Change Request
1335142,Issue in online payment for ADM 1565,10X-Arpit-PD,8,3,2025-06-05T11:20:14Z,3,"Fee & Billing, TL Review, Mobile App",,1060014525993,,,Mobile Application,Change Request
1335064,Payroll ->Payroll Reports -> Combined Challan Issues (For May 2025),10X-Sandhya-PD,8,4,2025-06-05T10:22:08Z,3,"Staff Administration and Payroll, TL Review",,1060001529614,,,Staff Administration & Payroll,Incident
1335001,"""Iswas"" tag is not giving value in certificate || 272#St. Therese's High School, Padrauna",10X-Sandhya-PD,8,3,2025-06-05T09:56:03Z,3,Student Inforamtion,,1060004324590,,,Student Information,Incident
1334982,Regarding admission no.assigner || CODE: DFSTNA,10X-Sandhya-PD,8,3,2025-06-05T09:43:50Z,3,"Student Inforamtion, TL Review",,1060001529614,,,Student Information,Prod. Enhancement
1334925,Request to Link School Staff Attendance System with Entab,10X-Sandhya-PD,8,3,2025-06-05T09:04:13Z,3,"Biometric Attendance, TL Review",,1060001529614,,,Biometric Integration,Change Request
1334795,Request to Link School Staff Attendance System with Entab,10X-Sandhya-PD,8,3,2025-06-05T07:28:25Z,3,"Biometric Attendance, TL Review",,1060001529614,,,Biometric Integration,Change Request
1334716,ADD ON INVENTORY SOFTWARE MODULE TO 10X SOFTWARE,10X-Atul-PD,8,1,2025-06-05T06:54:27Z,3,"Inventory, TL Review",,1060001536356,,,Inventory,Change Request
1334647,Security Fee adjustment,10X-Atul-PD,8,1,2025-06-05T06:22:27Z,3,,,1060001536356,,,Fee and Billing,Change Request
1334587,Registration #1471,10X-Atul-PD,8,2,2025-06-05T05:46:06Z,3,,,1060001536356,,,Registration & Admission,Change Request
1334562,Online fee Payment at parent end #1471,10X-Atul-PD,8,2,2025-06-05T05:34:51Z,3,,,1060001536356,,,Fee and Billing,Change Request
1334558,Event Module,10X-Sandhya-PD,8,3,2025-06-05T05:31:26Z,3,,,1060023084071,,,School Online,Change Request
1334523,"EXCESS AMOUNT || 1707#BLS World School, Gr. Noida West, Uttar Pradesh",10X-Atul-PD,8,3,2025-06-05T05:10:26Z,3,,,1060001536356,,,Fee and Billing,Change Request
1334449,"Excess amount is showing in current session 10x but as we checked in MVC we are not able to found excess amount for this student, kindly do the the need full.",10X-Atul-PD,8,3,2025-06-05T04:31:15Z,3,"Fee & Billing, TL Review",,1060004325688,,,Fee and Billing,Change Request
1336113,Learning management,10X-Sandhya-PD,8,1,2025-06-06T11:47:32Z,2,,,1060004975270,,,School Online,Prod. Enhancement
1336112,Escalation Management,10X-Sandhya-PD,8,1,2025-06-06T11:46:45Z,2,,,1060004975270,,,School Online,Prod. Enhancement
1336111,Group Visiblity,10X-Sandhya-PD,8,1,2025-06-06T11:46:02Z,2,,,1060004975270,,,School Online,Prod. Enhancement
1336099,Payroll=> Pay Head Priority Assigner,10X-Sandhya-PD,8,4,2025-06-06T11:29:32Z,2,Staff Administration and Payroll,,1060023084288,,,Staff Administration & Payroll,Incident
1335992,SI Field values not coming in reports || #1189 SFSHSC,10X-Sandhya-PD,8,4,2025-06-06T09:36:26Z,2,"Student Inforamtion, TL Review",,1060004324590,,,Student Information,Incident
1335966,Delete Fee Data AY 24-25,10X-Atul-PD,8,3,2025-06-06T09:22:18Z,2,"Fee & Billing, TL Review",,1060001536356,,,Fee and Billing,Change Request
1335872,Bus Route Request on mobile app,10X-Arpit-PD,8,2,2025-06-06T08:12:36Z,2,"Mobile App, TL Review",,1060014525993,,,Mobile Application,Change Request
1335787,Fee & Billing => Fixed Amount,10X-Atul-PD,8,4,2025-06-06T07:12:32Z,2,,,1060001536356,,,Fee and Billing,Incident
1335776,SALARY SLIP EMAIL REQUIRED,10X-Sandhya-PD,8,2,2025-06-06T07:08:22Z,2,"Staff Administration and Payroll, Prod. Enhancement, TL Review",,1060001529614,,,Staff Administration & Payroll,Change Request
1335758,Reg - Fee Installement not getting Saved Correctly || #2077 HFSTM,10X-Atul-PD,8,4,2025-06-06T07:00:36Z,2,"Registration, TL Review",,1060001536356,,,Registration & Admission,Incident
1335679,Reg-  Parent - Mobile App  || Gujarati Mumbai #1499,PD- Arpit,8,4,2025-06-06T06:19:58Z,2,Mobile App,,1060004975270,,,Mobile Application,Incident
1335636,Kindly Remove 'Play' Class – Data Not in Use But Still Reflecting,10X-Sandhya-PD,8,4,2025-06-06T05:52:46Z,2,"Preference, TL Review",,1060001529614,,,Preference,Change Request
1335576,"Regarding issue with Employee_Salary Summary_statment(2001 # Vivekananda Kendra Vidyalaya Hurda, Rajasthan)",10X-Sandhya-PD,8,3,2025-06-06T05:23:11Z,2,"Staff Administration and Payroll, TL Review",,1060001529614,,,Staff Administration & Payroll,Change Request
1335572,"Reg Fee Analysis !!1574#St. Vincent Pallotti School, Nashik, Maharashtra",10X-Atul-PD,8,3,2025-06-06T05:20:31Z,2,"Fee & Billing, TL Review",,1060001536356,,,Fee and Billing,Incident
1335532,"SFS, Ettumanoor # 1470 (Reg : Staff Photos displaying wrong for some in Birthday option)",10X-Arpit-PD,8,4,2025-06-06T04:52:55Z,2,,,1060004325820,,,Mobile Application,Incident
1335513,SMS activation through ENTABI,10X-Atul-PD,16,1,2025-06-06T04:42:02Z,2,"SMS, WFC",,1060001536356,,,Sms System,Change Request
1335510,Excess Amount showing,10X-Atul-PD,8,4,2025-06-06T04:41:09Z,2,"Fee & Billing, TL Review",,1060001536356,,,Fee and Billing,Incident
1335440,"REQ SLIP WITH DUE -CON-BALANCE || 140#ASN Sr. Sec. School, Mayur Vihar, New Delhi",10X-Atul-PD,8,3,2025-06-06T04:09:37Z,3,,,1060001536356,,,Fee and Billing,Change Request
1336501,ID card #1471,10X-Sandhya-PD,8,2,2025-06-07T18:07:47Z,1,,,1060001529614,,,Student Information,Change Request
1336422,library,10X-Sandhya-PD,8,4,2025-06-07T11:22:07Z,1,"Library, TL Review",,1060018581359,,,Library Management,Incident
1336343,Reg Related to Reconcillation Report of MVC and 10x,10X-Atul-PD,8,3,2025-06-07T07:09:35Z,1,"Fee & Billing, TL Review",,1060001536356,,,Fee and Billing,Incident
1336280,Delete-Library Data,10X-Sandhya-PD,8,1,2025-06-07T05:03:24Z,1,,,1060001529614,,,Library Management,Change Request
1336233,Reg: SMS Activation || SGVNSHR,10X-Atul-PD,8,1,2025-06-07T04:03:16Z,2,,,1060001536356,,,Sms System,Change Request
